,Price,Seqno,Symbol,time
102,1682,25,APPL,1473411988
103,1682,25,APPL,1473411988
104,1534,26,APPL,1473411988
105,1534,26,APPL,1473411988
106,1534,26,APPL,1473411988
107,1534,26,APPL,1473411989
108,1628,27,APPL,1473411989
109,1628,27,APPL,1473411989
110,1628,27,APPL,1473411990
111,1628,27,APPL,1473411990
112,1582,28,APPL,1473411990
113,1582,28,APPL,1473411990
114,1582,28,APPL,1473411990
115,1582,28,APPL,1473411991
116,1540,29,APPL,1473411991
117,1540,29,APPL,1473411991
118,1540,29,APPL,1473411991
119,1540,29,APPL,1473411991
120,1631,30,APPL,1473411992
121,1631,30,APPL,1473411992
122,1631,30,APPL,1473411992
123,1631,30,APPL,1473411992
124,1541,31,APPL,1473411993
125,1541,31,APPL,1473411993
126,1541,31,APPL,1473411993
127,1541,31,APPL,1473411994
128,1593,32,APPL,1473411994
129,1593,32,APPL,1473411994
130,1593,32,APPL,1473411995
131,1593,32,APPL,1473411995
132,1578,33,APPL,1473411995
133,1578,33,APPL,1473411996
134,1578,33,APPL,1473411996
135,1578,33,APPL,1473411996
136,1522,34,APPL,1473411996
137,1522,34,APPL,1473411996
138,1522,34,APPL,1473411996
139,1522,34,APPL,1473411997
140,1543,35,APPL,1473411997
141,1543,35,APPL,1473411997
142,1543,35,APPL,1473411998
143,1543,35,APPL,1473411998
144,1668,36,APPL,1473411998
145,1668,36,APPL,1473411998
146,1668,36,APPL,1473411999
147,1668,36,APPL,1473411999
148,1517,37,APPL,1473411999
149,1517,37,APPL,1473411999
150,1517,37,APPL,1473411999
151,1517,37,APPL,1473412000
152,1573,38,APPL,1473412000
153,1573,38,APPL,1473412000
154,1573,38,APPL,1473412000
155,1573,38,APPL,1473412000
156,1638,39,APPL,1473412001
157,1638,39,APPL,1473412001
158,1638,39,APPL,1473412002
159,1638,39,APPL,1473412002
160,1687,40,APPL,1473412002
161,1687,40,APPL,1473412002
162,1687,40,APPL,1473412002
163,1687,40,APPL,1473412002
164,1662,41,APPL,1473412003
165,1662,41,APPL,1473412003
166,1662,41,APPL,1473412003
167,1662,41,APPL,1473412004
168,1593,42,APPL,1473412004
169,1593,42,APPL,1473412005
170,1593,42,APPL,1473412005
171,1593,42,APPL,1473412005
172,1650,43,APPL,1473412005
173,1650,43,APPL,1473412005
174,1650,43,APPL,1473412006
175,1650,43,APPL,1473412006
176,1683,44,APPL,1473412006
177,1683,44,APPL,1473412006
178,1683,44,APPL,1473412006
179,1683,44,APPL,1473412006
180,1612,45,APPL,1473412007
181,1612,45,APPL,1473412007
182,1612,45,APPL,1473412007
183,1612,45,APPL,1473412008
184,1698,46,APPL,1473412008
185,1698,46,APPL,1473412008
186,1698,46,APPL,1473412008
187,1698,46,APPL,1473412008
188,1553,47,APPL,1473412009
189,1553,47,APPL,1473412009
190,1553,47,APPL,1473412009
191,1553,47,APPL,1473412010
192,1674,48,APPL,1473412010
193,1674,48,APPL,1473412010
194,1674,48,APPL,1473412010
195,1674,48,APPL,1473412010
196,1677,49,APPL,1473412011
197,1677,49,APPL,1473412011
198,1677,49,APPL,1473412012
199,1677,49,APPL,1473412012
200,1635,50,APPL,1473412012
201,1635,50,APPL,1473412012
202,1635,50,APPL,1473412012
203,1635,50,APPL,1473412012
204,1531,51,APPL,1473412013
205,1531,51,APPL,1473412013
206,1531,51,APPL,1473412013
207,1531,51,APPL,1473412014
208,1621,52,APPL,1473412014
209,1621,52,APPL,1473412014
210,1621,52,APPL,1473412014
211,1621,52,APPL,1473412015
212,1614,53,APPL,1473412015
213,1614,53,APPL,1473412015
214,1614,53,APPL,1473412015
215,1614,53,APPL,1473412016
216,1540,54,APPL,1473412016
217,1540,54,APPL,1473412016
218,1540,54,APPL,1473412016
219,1540,54,APPL,1473412017
220,1545,55,APPL,1473412017
221,1545,55,APPL,1473412017
222,1545,55,APPL,1473412017
223,1545,55,APPL,1473412018
224,1549,56,APPL,1473412018
225,1549,56,APPL,1473412018
226,1549,56,APPL,1473412018
227,1549,56,APPL,1473412019
228,1540,57,APPL,1473412019
229,1540,57,APPL,1473412019
230,1540,57,APPL,1473412019
231,1540,57,APPL,1473412020
232,1500,58,APPL,1473412020
233,1500,58,APPL,1473412021
234,1500,58,APPL,1473412021
235,1500,58,APPL,1473412021
236,1579,59,APPL,1473412021
237,1579,59,APPL,1473412021
238,1579,59,APPL,1473412021
239,1579,59,APPL,1473412021
240,1549,60,APPL,1473412022
241,1549,60,APPL,1473412023
242,1549,60,APPL,1473412023
243,1549,60,APPL,1473412023
244,1612,61,APPL,1473412023
245,1612,61,APPL,1473412023
246,1612,61,APPL,1473412023
247,1612,61,APPL,1473412024
248,1516,62,APPL,1473412024
249,1516,62,APPL,1473412024
250,1516,62,APPL,1473412025
251,1516,62,APPL,1473412025
252,1553,63,APPL,1473412025
253,1553,63,APPL,1473412025
254,1553,63,APPL,1473412025
255,1553,63,APPL,1473412025
256,1684,64,APPL,1473412026
257,1684,64,APPL,1473412026
258,1684,64,APPL,1473412026
259,1684,64,APPL,1473412026
260,1586,65,APPL,1473412027
261,1586,65,APPL,1473412027
262,1586,65,APPL,1473412027
263,1586,65,APPL,1473412027
264,1577,66,APPL,1473412028
265,1577,66,APPL,1473412028
266,1577,66,APPL,1473412028
267,1577,66,APPL,1473412028
268,1651,67,APPL,1473412029
269,1651,67,APPL,1473412029
270,1651,67,APPL,1473412029
271,1651,67,APPL,1473412030
272,1510,68,APPL,1473412030
273,1510,68,APPL,1473412030
274,1510,68,APPL,1473412030
275,1510,68,APPL,1473412030
276,1506,69,APPL,1473412031
277,1506,69,APPL,1473412031
278,1506,69,APPL,1473412032
279,1506,69,APPL,1473412032
280,1672,70,APPL,1473412032
281,1672,70,APPL,1473412032
282,1672,70,APPL,1473412033
283,1672,70,APPL,1473412033
284,1658,71,APPL,1473412033
285,1658,71,APPL,1473412033
286,1658,71,APPL,1473412033
287,1658,71,APPL,1473412033
288,1682,72,APPL,1473412034
289,1682,72,APPL,1473412034
290,1682,72,APPL,1473412034
291,1682,72,APPL,1473412035
292,1665,73,APPL,1473412035
293,1665,73,APPL,1473412035
294,1665,73,APPL,1473412035
295,1665,73,APPL,1473412036
296,1560,74,APPL,1473412036
297,1560,74,APPL,1473412036
298,1560,74,APPL,1473412036
299,1560,74,APPL,1473412037
300,1657,75,APPL,1473412037
301,1657,75,APPL,1473412037
302,1657,75,APPL,1473412037
303,1657,75,APPL,1473412038
304,1595,76,APPL,1473412038
305,1595,76,APPL,1473412038
306,1595,76,APPL,1473412039
307,1595,76,APPL,1473412039
308,1525,77,APPL,1473412039
309,1525,77,APPL,1473412039
310,1525,77,APPL,1473412039
311,1525,77,APPL,1473412040
312,1533,78,APPL,1473412040
313,1533,78,APPL,1473412040
314,1533,78,APPL,1473412040
315,1533,78,APPL,1473412040
316,1590,79,APPL,1473412041
317,1590,79,APPL,1473412042
318,1590,79,APPL,1473412042
319,1590,79,APPL,1473412042
320,1541,80,APPL,1473412042
321,1541,80,APPL,1473412042
322,1541,80,APPL,1473412043
323,1541,80,APPL,1473412043
324,1539,81,APPL,1473412043
325,1539,81,APPL,1473412043
326,1539,81,APPL,1473412043
327,1539,81,APPL,1473412043
328,1672,82,APPL,1473412044
329,1672,82,APPL,1473412044
330,1672,82,APPL,1473412044
331,1672,82,APPL,1473412045
332,1675,83,APPL,1473412045
333,1675,83,APPL,1473412045
334,1675,83,APPL,1473412046
335,1675,83,APPL,1473412046
336,1520,84,APPL,1473412046
337,1520,84,APPL,1473412046
338,1520,84,APPL,1473412046
339,1520,84,APPL,1473412046
340,1608,85,APPL,1473412047
341,1608,85,APPL,1473412047
342,1608,85,APPL,1473412047
343,1608,85,APPL,1473412048
344,1535,86,APPL,1473412048
345,1535,86,APPL,1473412048
346,1535,86,APPL,1473412048
347,1535,86,APPL,1473412049
348,1604,87,APPL,1473412049
349,1604,87,APPL,1473412049
350,1604,87,APPL,1473412050
351,1604,87,APPL,1473412050
352,1622,88,APPL,1473412050
353,1622,88,APPL,1473412050
354,1622,88,APPL,1473412051
355,1622,88,APPL,1473412051
356,1613,89,APPL,1473412051
357,1613,89,APPL,1473412051
358,1613,89,APPL,1473412052
359,1613,89,APPL,1473412052
360,1698,90,APPL,1473412052
361,1698,90,APPL,1473412052
362,1698,90,APPL,1473412052
363,1698,90,APPL,1473412053
364,1665,91,APPL,1473412053
365,1665,91,APPL,1473412053
366,1665,91,APPL,1473412054
367,1665,91,APPL,1473412054
368,1537,92,APPL,1473412054
369,1537,92,APPL,1473412054
370,1537,92,APPL,1473412054
371,1537,92,APPL,1473412055
372,1647,93,APPL,1473412055
373,1647,93,APPL,1473412055
374,1647,93,APPL,1473412055
375,1647,93,APPL,1473412056
376,1566,94,APPL,1473412056
377,1566,94,APPL,1473412056
378,1566,94,APPL,1473412057
379,1566,94,APPL,1473412057
380,1571,95,APPL,1473412057
381,1571,95,APPL,1473412057
382,1571,95,APPL,1473412058
383,1513,96,APPL,1473412058
384,1513,96,APPL,1473412058
385,1513,96,APPL,1473412059
386,1513,96,APPL,1473412059
387,1508,97,APPL,1473412059
388,1508,97,APPL,1473412059
389,1508,97,APPL,1473412059
390,1508,97,APPL,1473412059
391,1627,98,APPL,1473412060
392,1627,98,APPL,1473412060
393,1627,98,APPL,1473412060
394,1627,98,APPL,1473412060
395,1673,99,APPL,1473412061
396,1673,99,APPL,1473412061
397,1673,99,APPL,1473412062
398,1673,99,APPL,1473412062
399,1662,100,APPL,1473412062
400,1662,100,APPL,1473412062
401,1662,100,APPL,1473412062
402,1662,100,APPL,1473412063
403,1571,101,APPL,1473412063
404,1571,101,APPL,1473412064
405,1571,101,APPL,1473412064
406,1571,101,APPL,1473412064
407,1605,102,APPL,1473412064
408,1605,102,APPL,1473412064
409,1605,102,APPL,1473412064
410,1605,102,APPL,1473412065
411,1548,103,APPL,1473412065
412,1548,103,APPL,1473412065
413,1548,103,APPL,1473412066
414,1548,103,APPL,1473412066
415,1541,104,APPL,1473412066
416,1541,104,APPL,1473412067
417,1541,104,APPL,1473412067
418,1541,104,APPL,1473412067
419,1591,105,APPL,1473412067
420,1591,105,APPL,1473412067
421,1591,105,APPL,1473412068
422,1591,105,APPL,1473412068
423,1689,106,APPL,1473412068
424,1689,106,APPL,1473412068
425,1689,106,APPL,1473412068
426,1689,106,APPL,1473412068
427,1559,107,APPL,1473412069
428,1559,107,APPL,1473412069
429,1559,107,APPL,1473412069
430,1559,107,APPL,1473412070
431,1562,108,APPL,1473412070
432,1562,108,APPL,1473412070
433,1562,108,APPL,1473412071
434,1562,108,APPL,1473412071
435,1547,109,APPL,1473412071
436,1547,109,APPL,1473412071
437,1547,109,APPL,1473412071
438,1547,109,APPL,1473412072
439,1533,110,APPL,1473412072
440,1533,110,APPL,1473412072
441,1533,110,APPL,1473412072
442,1533,110,APPL,1473412073
443,1575,111,APPL,1473412073
444,1575,111,APPL,1473412073
445,1575,111,APPL,1473412074
446,1575,111,APPL,1473412074
447,1602,112,APPL,1473412074
448,1602,112,APPL,1473412074
449,1602,112,APPL,1473412075
450,1602,112,APPL,1473412075
451,1578,113,APPL,1473412075
452,1578,113,APPL,1473412075
453,1578,113,APPL,1473412076
454,1578,113,APPL,1473412076
455,1545,114,APPL,1473412076
456,1545,114,APPL,1473412076
457,1545,114,APPL,1473412076
458,1545,114,APPL,1473412077
459,1584,115,APPL,1473412077
460,1584,115,APPL,1473412077
461,1584,115,APPL,1473412077
462,1584,115,APPL,1473412077
463,1687,116,APPL,1473412078
464,1687,116,APPL,1473412078
465,1687,116,APPL,1473412078
466,1687,116,APPL,1473412079
467,1560,117,APPL,1473412079
468,1560,117,APPL,1473412079
469,1560,117,APPL,1473412080
470,1560,117,APPL,1473412080
471,1578,118,APPL,1473412080
472,1578,118,APPL,1473412080
473,1578,118,APPL,1473412080
474,1578,118,APPL,1473412080
475,1529,119,APPL,1473412081
476,1529,119,APPL,1473412081
477,1529,119,APPL,1473412081
478,1529,119,APPL,1473412082
479,1574,120,APPL,1473412082
480,1574,120,APPL,1473412083
481,1574,120,APPL,1473412083
482,1574,120,APPL,1473412083
483,1527,121,APPL,1473412083
484,1527,121,APPL,1473412083
485,1527,121,APPL,1473412084
486,1527,121,APPL,1473412084
487,1543,122,APPL,1473412084
488,1543,122,APPL,1473412084
489,1543,122,APPL,1473412085
490,1543,122,APPL,1473412085
491,1670,123,APPL,1473412085
492,1670,123,APPL,1473412085
493,1670,123,APPL,1473412085
494,1670,123,APPL,1473412085
495,1672,124,APPL,1473412086
496,1672,124,APPL,1473412086
497,1672,124,APPL,1473412086
498,1672,124,APPL,1473412086
499,1652,125,APPL,1473412087
500,1652,125,APPL,1473412087
501,1652,125,APPL,1473412087
502,1652,125,APPL,1473412088
503,1502,126,APPL,1473412088
504,1502,126,APPL,1473412088
505,1502,126,APPL,1473412088
506,1502,126,APPL,1473412088
507,1602,127,APPL,1473412089
508,1602,127,APPL,1473412089
509,1602,127,APPL,1473412089
510,1602,127,APPL,1473412090
511,1690,128,APPL,1473412090
512,1690,128,APPL,1473412090
513,1690,128,APPL,1473412090
514,1690,128,APPL,1473412091
515,1601,129,APPL,1473412091
516,1601,129,APPL,1473412091
517,1601,129,APPL,1473412091
518,1601,129,APPL,1473412092
519,1516,130,APPL,1473412092
520,1516,130,APPL,1473412093
521,1516,130,APPL,1473412093
522,1516,130,APPL,1473412093
523,1614,131,APPL,1473412093
524,1614,131,APPL,1473412094
525,1614,131,APPL,1473412094
526,1641,132,APPL,1473412094
527,1641,132,APPL,1473412094
528,1641,132,APPL,1473412094
529,1641,132,APPL,1473412094
530,1618,133,APPL,1473412095
531,1618,133,APPL,1473412095
532,1618,133,APPL,1473412095
533,1618,133,APPL,1473412096
534,1530,134,APPL,1473412096
535,1530,134,APPL,1473412096
536,1530,134,APPL,1473412096
537,1530,134,APPL,1473412097
538,1690,135,APPL,1473412097
539,1690,135,APPL,1473412097
540,1690,135,APPL,1473412098
541,1690,135,APPL,1473412098
542,1619,136,APPL,1473412098
543,1619,136,APPL,1473412099
544,1619,136,APPL,1473412099
545,1657,137,APPL,1473412099
546,1657,137,APPL,1473412099
547,1657,137,APPL,1473412099
548,1657,137,APPL,1473412099
549,1680,138,APPL,1473412100
550,1680,138,APPL,1473412100
551,1680,138,APPL,1473412100
552,1680,138,APPL,1473412101
553,1637,139,APPL,1473412101
554,1637,139,APPL,1473412102
555,1637,139,APPL,1473412102
556,1637,139,APPL,1473412102
557,1510,140,APPL,1473412102
558,1510,140,APPL,1473412102
559,1510,140,APPL,1473412102
560,1510,140,APPL,1473412102
561,1650,141,APPL,1473412103
562,1650,141,APPL,1473412103
563,1650,141,APPL,1473412104
564,1650,141,APPL,1473412104
565,1592,142,APPL,1473412104
566,1592,142,APPL,1473412104
567,1592,142,APPL,1473412104
568,1592,142,APPL,1473412105
569,1543,143,APPL,1473412105
570,1543,143,APPL,1473412105
571,1543,143,APPL,1473412105
572,1543,143,APPL,1473412106
573,1662,144,APPL,1473412106
574,1662,144,APPL,1473412106
575,1662,144,APPL,1473412106
576,1662,144,APPL,1473412107
577,1571,145,APPL,1473412107
578,1571,145,APPL,1473412107
579,1571,145,APPL,1473412108
580,1571,145,APPL,1473412108
581,1625,146,APPL,1473412108
582,1625,146,APPL,1473412109
583,1625,146,APPL,1473412109
584,1625,146,APPL,1473412109
585,1544,147,APPL,1473412109
586,1544,147,APPL,1473412109
587,1544,147,APPL,1473412109
588,1544,147,APPL,1473412109
589,1612,148,APPL,1473412110
590,1612,148,APPL,1473412110
591,1612,148,APPL,1473412110
592,1612,148,APPL,1473412111
593,1602,149,APPL,1473412111
594,1602,149,APPL,1473412111
595,1602,149,APPL,1473412111
596,1602,149,APPL,1473412111
597,1588,150,APPL,1473412112
598,1588,150,APPL,1473412112
599,1588,150,APPL,1473412112
600,1588,150,APPL,1473412113
601,1593,151,APPL,1473412113
602,1593,151,APPL,1473412114
603,1593,151,APPL,1473412114
604,1593,151,APPL,1473412114
605,1606,152,APPL,1473412114
606,1606,152,APPL,1473412114
607,1606,152,APPL,1473412114
608,1606,152,APPL,1473412115
609,1677,153,APPL,1473412115
610,1677,153,APPL,1473412115
611,1677,153,APPL,1473412115
612,1677,153,APPL,1473412116
613,1526,154,APPL,1473412116
614,1526,154,APPL,1473412116
615,1526,154,APPL,1473412117
616,1526,154,APPL,1473412117
617,1669,155,APPL,1473412117
618,1669,155,APPL,1473412117
619,1669,155,APPL,1473412117
620,1669,155,APPL,1473412117
621,1590,156,APPL,1473412118
622,1590,156,APPL,1473412118
623,1590,156,APPL,1473412119
624,1590,156,APPL,1473412119
625,1667,157,APPL,1473412119
626,1667,157,APPL,1473412119
627,1667,157,APPL,1473412119
628,1667,157,APPL,1473412120
629,1648,158,APPL,1473412120
630,1648,158,APPL,1473412120
631,1648,158,APPL,1473412120
632,1648,158,APPL,1473412120
633,1577,159,APPL,1473412121
634,1577,159,APPL,1473412121
635,1577,159,APPL,1473412122
636,1577,159,APPL,1473412122
637,1568,160,APPL,1473412122
638,1568,160,APPL,1473412122
639,1568,160,APPL,1473412122
640,1568,160,APPL,1473412123
641,1504,161,APPL,1473412123
642,1504,161,APPL,1473412123
643,1504,161,APPL,1473412123
644,1504,161,APPL,1473412124
645,1518,162,APPL,1473412124
646,1518,162,APPL,1473412124
647,1518,162,APPL,1473412124
648,1518,162,APPL,1473412125
649,1520,163,APPL,1473412125
650,1520,163,APPL,1473412125
651,1520,163,APPL,1473412125
652,1520,163,APPL,1473412125
653,1594,164,APPL,1473412126
654,1594,164,APPL,1473412126
655,1594,164,APPL,1473412127
656,1594,164,APPL,1473412127
657,1515,165,APPL,1473412127
658,1515,165,APPL,1473412127
659,1515,165,APPL,1473412127
660,1515,165,APPL,1473412128
661,1560,166,APPL,1473412128
662,1560,166,APPL,1473412128
663,1560,166,APPL,1473412128
664,1560,166,APPL,1473412129
665,1654,167,APPL,1473412129
666,1654,167,APPL,1473412129
667,1654,167,APPL,1473412129
668,1654,167,APPL,1473412129
669,1554,168,APPL,1473412130
670,1554,168,APPL,1473412130
671,1554,168,APPL,1473412130
672,1554,168,APPL,1473412130
673,1588,169,APPL,1473412131
674,1588,169,APPL,1473412131
675,1588,169,APPL,1473412131
676,1588,169,APPL,1473412132
677,1621,170,APPL,1473412132
678,1621,170,APPL,1473412132
679,1621,170,APPL,1473412132
680,1621,170,APPL,1473412133
681,1664,171,APPL,1473412133
682,1664,171,APPL,1473412133
683,1664,171,APPL,1473412133
684,1664,171,APPL,1473412133
685,1690,172,APPL,1473412134
686,1690,172,APPL,1473412134
687,1690,172,APPL,1473412134
688,1690,172,APPL,1473412135
689,1593,173,APPL,1473412135
690,1593,173,APPL,1473412135
691,1593,173,APPL,1473412135
692,1593,173,APPL,1473412135
693,1576,174,APPL,1473412136
694,1576,174,APPL,1473412136
695,1576,174,APPL,1473412137
696,1576,174,APPL,1473412137
697,1692,175,APPL,1473412137
698,1692,175,APPL,1473412137
699,1692,175,APPL,1473412137
700,1692,175,APPL,1473412138
701,1655,176,APPL,1473412138
702,1655,176,APPL,1473412138
703,1655,176,APPL,1473412139
704,1655,176,APPL,1473412139
705,1620,177,APPL,1473412139
706,1620,177,APPL,1473412139
707,1620,177,APPL,1473412140
708,1620,177,APPL,1473412140
709,1512,178,APPL,1473412140
710,1512,178,APPL,1473412140
711,1512,178,APPL,1473412140
712,1512,178,APPL,1473412140
713,1620,179,APPL,1473412141
714,1620,179,APPL,1473412141
715,1620,179,APPL,1473412141
716,1620,179,APPL,1473412141
717,1697,180,APPL,1473412142
718,1697,180,APPL,1473412142
719,1697,180,APPL,1473412142
720,1697,180,APPL,1473412142
721,1594,181,APPL,1473412143
722,1594,181,APPL,1473412143
723,1594,181,APPL,1473412143
724,1594,181,APPL,1473412144
725,1646,182,APPL,1473412144
726,1646,182,APPL,1473412144
727,1646,182,APPL,1473412144
728,1646,182,APPL,1473412144
729,1574,183,APPL,1473412145
730,1574,183,APPL,1473412145
731,1574,183,APPL,1473412145
732,1574,183,APPL,1473412145
733,1506,184,APPL,1473412146
734,1506,184,APPL,1473412146
735,1506,184,APPL,1473412146
736,1506,184,APPL,1473412146
737,1518,185,APPL,1473412147
738,1518,185,APPL,1473412147
739,1518,185,APPL,1473412147
740,1518,185,APPL,1473412147
741,1640,186,APPL,1473412148
742,1640,186,APPL,1473412148
743,1640,186,APPL,1473412149
744,1640,186,APPL,1473412149
745,1688,187,APPL,1473412149
746,1688,187,APPL,1473412149
747,1688,187,APPL,1473412149
748,1688,187,APPL,1473412150
749,1569,188,APPL,1473412150
750,1569,188,APPL,1473412150
751,1569,188,APPL,1473412150
752,1569,188,APPL,1473412151
753,1518,189,APPL,1473412151
754,1518,189,APPL,1473412151
755,1518,189,APPL,1473412151
756,1518,189,APPL,1473412152
757,1674,190,APPL,1473412152
758,1674,190,APPL,1473412152
759,1674,190,APPL,1473412152
760,1674,190,APPL,1473412153
761,1579,191,APPL,1473412153
762,1579,191,APPL,1473412154
763,1579,191,APPL,1473412154
764,1579,191,APPL,1473412154
765,1568,192,APPL,1473412154
766,1568,192,APPL,1473412154
767,1568,192,APPL,1473412154
768,1568,192,APPL,1473412155
769,1644,193,APPL,1473412155
770,1644,193,APPL,1473412155
771,1644,193,APPL,1473412156
772,1644,193,APPL,1473412156
773,1564,194,APPL,1473412156
774,1564,194,APPL,1473412156
775,1564,194,APPL,1473412157
776,1564,194,APPL,1473412157
777,1599,195,APPL,1473412157
778,1599,195,APPL,1473412157
779,1599,195,APPL,1473412157
780,1599,195,APPL,1473412158
781,1588,196,APPL,1473412158
782,1588,196,APPL,1473412158
783,1588,196,APPL,1473412159
784,1588,196,APPL,1473412159
785,1647,197,APPL,1473412159
786,1647,197,APPL,1473412159
787,1647,197,APPL,1473412160
788,1647,197,APPL,1473412160
789,1621,198,APPL,1473412160
790,1621,198,APPL,1473412160
791,1621,198,APPL,1473412160
792,1621,198,APPL,1473412160
793,1516,199,APPL,1473412161
794,1516,199,APPL,1473412161
795,1516,199,APPL,1473412161
796,1516,199,APPL,1473412162
797,1579,200,APPL,1473412162
798,1579,200,APPL,1473412162
799,1579,200,APPL,1473412162
800,1579,200,APPL,1473412162
801,1613,201,APPL,1473412163
802,1613,201,APPL,1473412163
803,1613,201,APPL,1473412164
804,1613,201,APPL,1473412164
805,1581,202,APPL,1473412164
806,1581,202,APPL,1473412164
807,1581,202,APPL,1473412165
808,1581,202,APPL,1473412165
809,1561,203,APPL,1473412165
810,1561,203,APPL,1473412165
811,1561,203,APPL,1473412166
812,1561,203,APPL,1473412166
813,1531,204,APPL,1473412166
814,1531,204,APPL,1473412166
815,1531,204,APPL,1473412166
816,1531,204,APPL,1473412167
817,1512,205,APPL,1473412167
818,1512,205,APPL,1473412167
819,1512,205,APPL,1473412167
820,1512,205,APPL,1473412168
821,1558,206,APPL,1473412168
822,1558,206,APPL,1473412168
823,1558,206,APPL,1473412168
824,1558,206,APPL,1473412169
825,1652,207,APPL,1473412169
826,1652,207,APPL,1473412169
827,1652,207,APPL,1473412169
828,1652,207,APPL,1473412170
829,1577,208,APPL,1473412170
830,1577,208,APPL,1473412170
831,1577,208,APPL,1473412171
832,1577,208,APPL,1473412171
833,1640,209,APPL,1473412171
834,1640,209,APPL,1473412171
835,1640,209,APPL,1473412171
836,1640,209,APPL,1473412172
837,1533,210,APPL,1473412172
838,1533,210,APPL,1473412172
839,1533,210,APPL,1473412173
840,1533,210,APPL,1473412173
841,1531,211,APPL,1473412173
842,1531,211,APPL,1473412173
843,1531,211,APPL,1473412174
844,1531,211,APPL,1473412174
845,1627,212,APPL,1473412174
846,1627,212,APPL,1473412174
847,1627,212,APPL,1473412174
848,1627,212,APPL,1473412175
849,1658,213,APPL,1473412175
850,1658,213,APPL,1473412175
851,1658,213,APPL,1473412176
852,1569,214,APPL,1473412176
853,1569,214,APPL,1473412176
854,1569,214,APPL,1473412176
855,1569,214,APPL,1473412177
856,1640,215,APPL,1473412177
857,1640,215,APPL,1473412177
858,1640,215,APPL,1473412177
859,1640,215,APPL,1473412177
860,1585,216,APPL,1473412178
861,1585,216,APPL,1473412178
862,1585,216,APPL,1473412178
863,1585,216,APPL,1473412179
864,1516,217,APPL,1473412179
865,1516,217,APPL,1473412179
866,1516,217,APPL,1473412180
867,1516,217,APPL,1473412180
868,1677,218,APPL,1473412180
869,1677,218,APPL,1473412180
870,1677,218,APPL,1473412180
871,1677,218,APPL,1473412181
872,1579,219,APPL,1473412181
